Curation	Scientist	Institution	Language of submission	Date of submission	Crop	Trait ID	Trait	Entity	Attribute	Trait synonyms	Trait abbreviations	Trait description	Trait class	Trait status	Trait Xref	Method ID	Method	Method description	Formula	Method class	Method reference	Scale id	Scale name	Scale class	Decimal places	Lower limit	Upper limit	Scale Xref	Category 1	Category 2	Category 3	Category 4	Category 5	Category 6	Category 7	Category 8	Category 9	Category 10	Category 11	Category 12	Category 13	Variable ID	Variable name	Variable synonyms	Context of use	Growth stage	Variable status	Variable Xref	
		IRRI	EN		Rice	CO_320:0000499	grain discoloration	Grain	Discoloration by fungal diseases	grain discoloration	GrDiscol	"The extent of discoloration of glumes caused by species of Sarocladium, Bipolaris, Alternaria, Gerlachia, Fusarium, Phoma, Curcularia, Trichoconiella, and Pseudomonas. Symptoms: Darkening of glumes of spikelets, brown color to black including rotten glumes. Intensity ranges from sporadic discoloration to discoloration of the whole glume"	Biotic stress			CM_320:0000567	grain discoloration incidence estimation	Estimate the proportion of glumes that are discoloured 		Estimation	"IRIS:55, SES:39"	CS_320:0000558	grain discoloration incidence scale	Ordinal					0= No incidence	1= Less than 1%	2=	3= 1-5%	4=	5= 6-25%	6=	7= 26-50%	8=	9= 51-100%				CV_320:0000734	GrDiscol_Est_0to9	GRAIN_DISCOLORATION				"IRIS:55, SES:39"	
		IRRI	EN		Rice	CO_320:0000105	grain elongation	Grain	Elongation		GrElong	The extend to which grains elongate during cooking. High elongation is typical of basmati types of rice	Quality		TO:0000377	CM_320:0000568	grain elongation ratio	Measure the ratio of the length of cooked to uncooked polished (white) rice grains 		Computation	"IRIS:122, RD:8.1.10"	CS_320:0000559	n/a	Numerical																		CV_320:0000735	GrElong_Comp_ratio					"IRIS:122, RD:8.1.10"	
		IRRI	EN		Rice	CO_320:0000004	grain length	Grain	Length		"GrLng, GRLT"	"Length of whole grain including the hull, defined as the distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea "	Quality		"TO:0000146, IRIS:1051"	CM_320:0000304	Average grain length	"Use calliper, photo-enlarger or high-resolution (true 2400dpi) images to measure the distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea. In the case of awned varieties, measure to a point comparable to the tip of the apiculus, i.e. excluding the awn. Calculate the mean of 10 representative grains "		Computation	"IRIS:36, IRIS_SCALE:14, RD:7.5.15, SES:121"	CS_320:0000305	mm	Numerical																		CV_320:0000736	GrLng_Av_mm	GRL				"IRIS:36, IRIS_SCALE:14, RD:7.5.15, SES:121"	
		IRRI	EN		Rice	CO_320:0000004	grain length	Grain	Length		"GrLng, GRLT"	"Length of whole grain including the hull, defined as the distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea "	Quality		"TO:0000146, IRIS:1051"	CM_320:0000459	Grain length UPOV	"Measure the mean distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea. In the case of awned varieties, measure to a point comparable to the tip of the apciculus "		Measurement	"IRIS:36, IRIS_SCALE:14, UPOV:54"	CS_320:0000460	Grain length score	Ordinal					1= Extra long more than 7.5 mm	3= Long 6.6 to 7.5 mm	5= Medium 5.51-6.6 mm	7= Short 5.5mm or less										CV_320:0000737	GrLng_Meas_1to7	GRL			Obsolete	"IRIS:36, IRIS_SCALE:14, UPOV:54"	
		IRRI	EN		Rice	CO_320:0000004	grain length	Grain	Length		"GrLng, GRLT"	"Length of whole grain including the hull, defined as the distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea "	Quality		"TO:0000146, IRIS:1051"	CM_320:0000304	Average grain length	"Use calliper, photo-enlarger or high-resolution (true 2400dpi) images to measure the distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea. In the case of awned varieties, measure to a point comparable to the tip of the apiculus, i.e. excluding the awn. Calculate the mean of 10 representative grains "		Computation	"IRIS:36, IRIS_SCALE:14, RD:7.5.15, SES:121"	CS_320:0000460	Grain length score	Ordinal					1= Extra long more than 7.5 mm	3= Long 6.6 to 7.5 mm	5= Medium 5.51-6.6 mm	7= Short 5.5mm or less										CV_320:0000738	GrLng_Av_1to7	GRL				"IRIS:36, IRIS_SCALE:14, UPOV:54"	
		IRRI	EN		Rice	CO_320:0000020	grain thickness	Whole grain	Thickness		"GrThk, GRTH"	The weight of a sample of whole grains including the hull 	Morphological		"TO:0000304, IRIS:1264"	CM_320:0000308	average grain thickness	"Wild species: using a calliper or photo-enlarger, measure the average of 10 representative grains "		Computation	"IRIS:568, RD:7.5.17"	CS_320:0000309	mm	Numerical																		CV_320:0000739	GrThk_Av_mm	GRAIN_THICKNESS				"IRIS:568, RD:7.5.17"	
		IRRI	EN		Rice	CO_320:0000100	grain weight	Grain	Weight		"GrnWt, GRWT"	The weight of a sample of whole grains including the hull 	Agronomical		"TO:0000181, TO:0000269, IRIS:1264"	CM_320:0000310	100 grain weight measurement	"Cultivated species: take a random sample of 100 well-developed, whole grains, dried to 13% moisture content, and weigh on a precision balance "		Measurement	"IRIS:286, RD:7.5.18, SES:127"	CS_320:0000311	g	Numerical																		CV_320:0000740	GrnWt_100Wgh_g	"GRNWT, GRWT"				"IRIS:286, RD:7.5.18, SES:127"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000100	grain weight	Grain	Weight		"GrnWt, GRWT"	The weight of a sample of whole grains including the hull 	Agronomical		"TO:0000181, IRIS:1264"	CM_320:0000439	1000 grain weight measurement	"Weigh a random sample of 1000 well-developed, whole grains dried to 14% moisture content "		Measurement	"IRIS:128, UPOV:53"	CS_320:0000440	1000 grain weight scale	Ordinal					3= Low	5= Medium	7= High											CV_320:0000741	GrnWt_1000Wgh_1to7	"GRNWT, GRWT"				"IRIS:128, UPOV:53"	
		IRRI	EN		Rice	CO_320:0000100	grain weight	Grain	Weight		"GrnWt, GRWT"	The weight of a sample of whole grains including the hull 	Agronomical		"TO:0000181, IRIS:1264"	CM_320:0000569	10 grain weight measurement	"Wild species: take a random sample of 10 well-developed, whole grains, dried to 13% moisture content, and weigh on a precision balance "		Measurement	RD:7.5.19	CS_320:0000560	g	Numerical																		CV_320:0000742	GrnWt_10Wgh_g	"GRNWT, GRWT"				RD:7.5.19	
		IRRI	EN		Rice	CO_320:0000005	grain width	Grain	Width		"GrWdt, GRWD"	"Width of whole grain including the hull, defined as the distance across the fertile lemma and the palea at the widest point "	Quality		"TO:0000402, TO:0000149, IRIS:1052"	CM_320:0000306	Average grain width	"Use calliper, photo-enlarger or high-resolution (true 2400dpi) images to measure the distance across the fertile lemma and the palea at the widest point. Calculate the mean of 10 representative grains "		Computation	"IRIS:37, RD:7.5.16, SES:122"	CS_320:0000307	mm	Numerical																		CV_320:0000743	GrWdt_Av_mm	GRW				"IRIS:37, RD:7.5.16, SES:122"	
		IRRI	EN		Rice	CO_320:0000005	grain width	Grain	Width		"GrWdt, GRWD"	"Width of whole grain including the hull, defined as the distance across the fertile lemma and the palea at the widest point "	Quality		"TO:0000402, IRIS:1052"	CM_320:0000467	grain width UPOV estimation	Measure the distance across the fertile lemma and the palea at the widest point 		Measurement	UPOV:55	CS_320:0000468	grain width UPOV scale	Ordinal					3= Narrow	5= Medium	7= Broad											CV_320:0000744	GrWdt_Meas_1to7	GRW				UPOV:55	
		IRRI	EN		Rice	CO_320:0000073	grain yield	Grain	Yield		GrYld	Grain yield	Agronomical		TO:0000396	CM_320:0000469	Yield measurement	"Harvest grain from at least 5 m2/plot, discarding at least three border rows. Thresh, dry the rough (paddy) rice to 14% moisture content, and weigh."		Computation	"IRIS:30, IRIS_SCALE:9, SES:12"	CS_320:0000470	kg/ha	Numerical																		CV_320:0000745	GrYld_Comp_kgha	YLD				"IRIS:30, IRIS_SCALE:9, SES:12"	
		IRRI	EN		Rice	CO_320:0000073	grain yield	Grain	Yield		GrYld	Grain yield	Agronomical			CM_320:0000570	AYLD_CONT method	Record the actual grain yield grain per plot. Expressed in grams 		Measurement	"IRIS:30, IRIS_SCALE:851"	CS_320:0000561	g/plot	Numerical																		CV_320:0000746	GrYld_wgh_g	YLD				"IRIS:30, IRIS_SCALE:851"	
		IRRI	EN		Rice	CO_320:0000179	grassy stunt 1 disease	Grassy stunt 1	Severity	rice grassy stunt 1 disease	RGSV1Sev	"The type and severity of grassy stunt symptoms caused by the grassy stunt 1 virus (RGSV1). Symptoms: severe stunting, excessive tillering, pale green to yellow and narrow leaves with small rusty spots "	Biotic stress		"TO:0000213, TO:0000127, IRIS:1108"	CM_320:0000352	grassy stunt 1 disease estimation	"Estimate the stunting, tillering, spots and discoloration "		Estimation	"IRIS:46, IRIS_SCALE:25, SES:36"	CS_320:0000353	grassy stunt 1 disease scale	Ordinal					1= No symptom observed	"3= Pale green and slightly narrow leaves, no height reduction and with few small tillers."	"5= Pale green and slightly narrow leaves, 1-10% height reduction, and with numerous small tillers."	"7= Pale green to yellow and narrowleaves with some rusty spots, 11-30% height reduction, and withnumerous small tillers"	"9= Pale green to yellow and narrow leaves with numerous rusty spots, more than 30% height reduction and with numerous small tillers"									CV_320:0000747	RGSV1Sev_Est_1to9	RGSV1				"IRIS:46, IRIS_SCALE:25, SES:36"	
		IRRI	EN		Rice	CO_320:0000179	grassy stunt 1 disease	Grassy stunt 1	Severity	rice grassy stunt 1 disease	RGSV1Sev	"The type and severity of grassy stunt symptoms caused by the grassy stunt 1 virus (RGSV1). Symptoms: severe stunting, excessive tillering, pale green to yellow and narrow leaves with small rusty spots "	Biotic stress		"TO:0000213, TO:0000127, IRIS:1108"	CO_320:0000754	grassy stunt 1 disease index	"Grow plants in a greenhouse. Inoculate seedlings. Score RGSV1Sev_Est_1to9 after 5 weeks, and calculate Disease Index DI= (20xN3 + 40xN5 + 70xN7 + 100xN9)/NT, where N3-N9 are the number of plants with score 3-9 and NT is total number of plants scored  "		Computation	"IRIS:46, IRIS_SCALE:61, SES:36"	CS_320:0000567	%	Numerical																		CV_320:0000748	RGSV1Sev_Index_Pct	RGSV1				"IRIS:46, IRIS_SCALE:61, SES:36"	
		IRRI	EN		Rice	CO_320:0000500	grassy stunt 2 disease	Grassy stunt 2	Severity	rice grassy stunt 2 disease	RGSV2Sev	"The type and severity of grassy stunt symptoms caused by the grassy stunt 2 virus (RGSV2). Symptoms: severe stunting, excessive tillering, yellow to orange and narrow leaves with small rusty spots"	Biotic stress		"TO:0000213, TO:0000126"	CO_320:0000755	grassy stunt 2 disease index	"Grow plants in a greenhouse. Inoculate seedlings. Score RGSV2Sev_Est_1to9 after 5 weeks, and calculate Disease Index DI= (20xN3 + 40xN5 + 70xN7 + 100xN9)/NT, where N3-N9 are the number of plants with score 3-9 and NT is total number of plants scored  "		Computation	"IRIS:46, IRIS_SCALE:61, SES:36"	CS_320:0000568	%	Numerical																		CV_320:0000749	RGSV2Sev_Index_Pct	RGSV2				"IRIS:46, IRIS_SCALE:61, SES:36"	
		IRRI	EN		Rice	CO_320:0000500	grassy stunt 2 disease	Grassy stunt 2	Severity	rice grassy stunt 2 disease	RGSV2Sev	"The type and severity of grassy stunt symptoms caused by the grassy stunt 2 virus (RGSV2). Symptoms: severe stunting, excessive tillering, yellow to orange and narrow leaves with small rusty spots"	Biotic stress		"TO:0000213, TO:0000126"	CO_320:0000756	grassy stunt 2 disease estimation	"Estimate the stunting, tillering, spots and discoloration "		Estimation	"IRIS:120, IRIS_SCALE:25, SES:36"	CS_320:0000569	grassy stunt 2 disease scale	Ordinal					1= No symptom observed	"3= Pale green and slightly narrow leaves, no height reduction and with numerous small tillers."	"5= Distinctly yellow and narrow leaves, 1-10% height reduction, and with numerous small tillers."	"7= Yellow to orange and narrowleaves with some rusty spots, 11-30% height reduction, and withfew small tillers"	"9= Yellow to orange and narrow leaves with numerous rusty spots, more than 30% height reduction and with few small tillers"									CV_320:0000750	RGSV2Sev_Est_1to9	RGSV2				"IRIS:120, IRIS_SCALE:25, SES:36"	
		IRRI	EN		Rice	CO_320:0000200	green leafhopper damage	Green leafhopper	Damage	green leafhopper	GLhDam	The extent of damage caused by green leafhopper (Nephotettix virescens and Nephotettix cincticeps). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy.	Biotic stress		TO:0000212	CM_320:0000372	green leafhopper injury assessment greenhouse	"Sow plants in a greenhouse with a uniform high population of green leafhopper, and observe the damage on the seedlings "		Estimation	"IRIS:40, SES:61"	CS_320:0000373	green leafhopper injury scale greenhouse	Ordinal					0= No injury	1= Very slight injury	3= First and 2nd leaves yellowing	"5= All leaves yellow, pronounced stunting or both"	"7= More than half the plants dead, remaining plants wilting and severely stunted"	9= All plants dead 								CV_320:0000751	GLhDam_EstGH_0to9	GLH				"IRIS:40, SES:61"	
		IRRI	EN		Rice	CO_320:0000200	green leafhopper damage	Green leafhopper	Damage	green leafhopper	GLhDam	The extent of damage caused by green leafhopper (Nephotettix virescens and Nephotettix cincticeps). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy.	Biotic stress		TO:0000212	CO_320:0000757	green leafhopper injury assessment field	"observe the damage on the seedlings caused by green leafhopper. For a field test, use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. The test is considered a valid test for resistance if the hopper population is uniformly distributed at a high level across the screening box, as indicated by hopper counts on the susceptible check. A minimum of the following hopper density on susceptible check is necessary: a. 10 hoppers/hill at 10-15 days after transplanting, b. 25 hoppers / hiII at maximum tillering, c. 100 hoppers/hill at early booting stage "		Estimation	SES:61	CS_320:0000570	green leafhopper injury scale field	Ordinal					0= No damage	1= Very slight damage	3= First and 2nd leaves yellowing	"5= All leaves yellow, pronounced stunting or both"	"7= More than half the plants dead, remaining plants wilting and severely stunted"	9= All plants dead								CV_320:0000752	GLhDam_EstFld_0to9	GLH				SES:61	
		IRRI	EN		Rice	CO_320:0000108	head rice	Head rice	Proportion	head rice percent	HdR	Describes how much of a sample of milled rice comprises whole rather than broken kernels. Head rice is defined as kernels longer than 8/10th of the average length of whole kernels 	Quality	pending curation	"TO:0000222, IRIS:1257"	CM_320:0000471	head rice proportion	"Dehull and mill (polish) a sample of grains (paddy). Weigh the whole sample of polished rice, including both whole and broken kernels. Measure the length of 10 randomly selected whole kernels and compute the average. Head rice are all the kernels longer than 8/10th of the average length of whole kernels. Separate and weigh the head rice, and calculate the proportion of head rice out of the total weight of polished rice "		Computation	IRIS:108	CS_320:0000472	%	Numerical																		CV_320:0000753	HdR_Comp_Perc	HDR			pending curation	IRIS:108	
		IRRI	EN		Rice	CO_320:0000062	heat injury	Heat	Sensitivity	heat tolerance	HeatSens	The extent to which plant growth is adversely affected by high temperature. The key period of sensitivity is during flowering 	Abiotic stress	pending curation	"TO:0000259, IRIS:1210"	CM_320:0000400	flowering heat injury	Estimate the % spikelet fertility of plants exposed to high temperature during  ... ? Flowering?  Ripening? 		Estimation	"IRIS:78, SES:76"	CS_320:0000401	flowering heat injury scale	Ordinal					1= More than 80%	3= 61-80%	5= 41-60%	7= 11-40%	9= Less than 11% 									CV_320:0000754	HeatSens_Est_0to9	HTOL			pending curation	"IRIS:78, SES:76"	
		IRRI	EN		Rice	CO_320:0000193	hoja blanca disease	Hoja blanca	Severity	"hoja blanca, rice hoja blanca"	HojaBlancaSev	"The type and severity of hoja blanca disease symptoms caused by rice hoja blanca virus (RHBV) causing hoja blanca. Symptoms: cream colored to yellow spots, elongating and coalescing fo form longitudinal yellowish green to pale green striations. Streaks may coalesce to cover the whole leaf. Brown and sterile glumes with typical ""parrot beak"" shape of deformation "	Biotic stress		"TO:0000147, IRIS:1122"	CM_320:0000358	hoja blanca vegetative disease estimation	Estimate the proportion of young plants with leaves showing symptoms 		Estimation	"IRIS:175, SES:36"	CS_320:0000359	hoja blanca vegetative disease scale	Ordinal					0= No symptom observed	1= Less than 1%	3= 1-10%	5= 11-30%	7= 31-60%	9= 61-100%								CV_320:0000755	HojaBlancaSev_VegEst_0to9	HOJA_BLANCA				"IRIS:175, SES:36"	
