Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13
,CO_320:0000817,PBSev_Comp_Pct,PB,,,,SES:31,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000511,panicle blast severity,Biotic stress,"The type and severity of panicle blast symptoms caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms: Dark, necrotic lesions cover partially or completely around the panicle base (node) or the uppermost internode or the lower part pf panicle axis. The panicles are greyish and have either partially filled or unfilled grains","panicle blast, neck blast",PBSev,,Panicle blast,Severity,,"TO:0000477, IRIS:1119",CO_320:0000784,panicle blast severity,Computation,"Scoring X panicles using the panicle blast damage score, compute panicle blast severity PBS= (10xN1 + 20xN3 + 40xN5 + 70xN7 + 100xN9)/X, where N1-N9 are the number of panicles with score 1-9",,SES:31,CO_320:0000596,%,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000818,PBInc_Est_0to9,PB,,,,SES:31,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000512,panicle blast incidence,Biotic stress,"The type and severity of panicle blast symptoms caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms: Dark, necrotic lesions cover partially or completely around the panicle base (node) or the uppermost internode or the lower part pf panicle axis. The panicles are greyish and have either partially filled or unfilled grains","panicle blast, neck blast",PBInc,,Panicle blast,Incidence,,"TO:0000477, IRIS:1119",CO_320:0000785,panicle blast incidence,Estimation,"Count only the number of panicles with lesions covering completely around the node, neck or lower part of the panicle axis (symptom type 7-9), and estimate their percentage",,SES:31,CO_320:0000597,panicle blast incidence scale,Ordinal,,,,,0= No disease observed,1= Less than 5% infected panicles,2=,3= 5-10% infected panicles,4=,5= 11-25% infected panicles,6=,7= 26-50% infected panicles,8=,9= More than 50% infected panicles,,,
,CO_320:0000819,PanBrArr_Est_1or2,pbra,,,,RD:7.4.13,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000513,panicle branch arrangement,Morphological,"The arrangement of primary branches on the panicle axis, grouped into whorls or individually on alternate sides",,PanBrArr,,Panicle branch,Arrangement,,TO:0002751,CO_320:0000786,Panicle branch arrangement assessment,Estimation,Observe whether primary branches on the panicle axis are grouped into whorls or are borne individually on alternate sides,,RD:7.4.13,CO_320:0000598,Panicle branch arrangement scale,Nominal,,,,,1= Whorled,2= Alternate,,,,,,,,,,,
,CO_320:0000820,PanBasBrDist_Av_mm,dist_post,,,,"IRIS:579, RD:7.4.15",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000141,panicle distance to basal branch,Morphological,Distance from the base of the panicle to the point of insertion of the lowest branch,,PanBasBrDist,,Panicle/basal branch,Distance,,TO:0000545,CO_320:0000787,Average panicle distance to basal branch,Computation,Measure the distance from the base of the panicle to the point of insertion of the lowest branch on five representative panicles and calculate their average,,"IRIS:579, RD:7.4.15",CO_320:0000599,mm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000821,PanExs_Est_1to9,"EXS, PEX",Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130], Maturity [PO:0007038]","Standard CIAT, FLAR, GRISP Phenotyping Network","IRIS:28, RD:7.4.22, SES:7, UPOV:43",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000074,panicle exsertion,Agronomical,"Extent to which the panicle is exserted above (i.e. protrudes from), as opposed to being enclosed within, the flag leaf sheath",,PanExs,"PEX, Exs",Panicle,Exsertion,,TO:0000165,CO_320:0000316,panicle exsertion estimation,Estimation,Observe the extent to which panicles are exserted above the flag leaf sheath,,"IRIS:28, RD:7.4.22, SES:7, UPOV:43",CO_320:0000317,panicle exsertion scale,Ordinal,,,,,1= Enclosed panicle is partly or entirely enclosed within the leaf sheath of the flag leaf blade,3= Partly exserted panicle base is slightly beneath the collar of the flag leaf blade,5= Just exserted panicle base coincides with the collar of the flag,7= Moderately well exserted,9= Well exserted,,,,,,,,
,CO_320:0000822,PanExs_EstMStrl_1to9,"EXS, PEX",Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,SES:24,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000074,panicle exsertion,Agronomical,"Extent to which the panicle is exserted above (i.e. protrudes from), as opposed to being enclosed within, the flag leaf sheath",,PanExs,"PEX, Exs",Panicle,Exsertion,,TO:0000165,CO_320:0000788,panicle exsertion male sterile estimation,Estimation,Observe the percentage of the panicle that is inside the flag leaf sheath,,SES:24,CO_320:0000600,panicle exsertion male sterile scale,Ordinal,,,,,1= 0% covered,3= 1-10% covered,5= 11-25% covered,7= 26-40% covered,9= Above 40% covered,,,,,,,,
,CO_320:0000823,PanLng_ImmatAv_cm,PNL,,,"Standard CIAT, FLAR","IRIS:316, SES:316, RD:7.4.18",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000033,panicle length,Morphological,Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight,,PanLng,PLT,Panicle,Length,,"TO:0000040, IRIS:1082",CO_320:0000475,Average panicle length - immature,Computation,Measure the length of main axis of the immature panicle on the main culm of five representative plants and calculate their average,,"IRIS:316, SES:316, RD:7.4.18",CO_320:0000476,cm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000824,PanLng_MatAv_UPOV1to3,PNL,,,,UPOV:30,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000033,panicle length,Morphological,Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight,,PanLng,PLT,Panicle,Length,,"TO:0000040, IRIS:1082",CO_320:0000241,average panicle length - mature,Computation,Measure the length of main axis of the mature panicle on the main culm of five representative plants and calculate their average,,"RD:7.5.1, SES:109, UPOV:30",CO_320:0000899,panicle length UPOV scale,Ordinal,,,,,1= short,2= medium,3= long,,,,,,,,,,
,CO_320:0000825,PanLng_MatAv_RD1to9,PNL,,,,RD:7.5.1,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000033,panicle length,Morphological,Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight,,PanLng,PLT,Panicle,Length,,"TO:0000040, IRIS:1082",CO_320:0000241,average panicle length - mature,Computation,Measure the length of main axis of the mature panicle on the main culm of five representative plants and calculate their average,,"RD:7.5.1, SES:109, UPOV:30",CO_320:0000242,panicle length scale,Ordinal,,,,,1= Very short <11 cm,3= Short ~15 cm,5= Medium ~25 cm,7= Long ~35 cm,9= Very long >40 cm,,,,,,,,
,CO_320:0000826,PanLng_MatAv_cm,"PNL, PanL_MM_cm",Lodging resistance,"Ripening [PO:0007035], Maturity [PO:0007038]","Standard CIAT, FLAR, GRISP Phenotyping Network","RD:7.5.1, SES:109",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000033,panicle length,Morphological,Length of panicle defined as the distance from the base to the tip of the panicle when the main axis of the panicle is held straight,,PanLng,PLT,Panicle,Length,,"TO:0000040, IRIS:1082",CO_320:0000241,average panicle length - mature,Computation,Measure the length of main axis of the mature panicle on the main culm of five representative plants and calculate their average,,"RD:7.5.1, SES:109, UPOV:30",CO_320:0000243,cm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000827,PanNo_Est_1to5,"NUMBER_OF_PANICLES, PNO",,,,"RD:7.4.17, UPOV:31",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000009,panicle number per plant,Agronomical,Number of panicles per plant,,PanNo,"PNO, PanPlt",Panicle,Number per plant,,"TO:0000152, IRIS:1057",CO_320:0000239,number of panicles per plant estimation,Estimation,Estimate the average number of panicles per plant.,,"RD:7.4.17, UPOV:31",CO_320:0000240,number of panicles per plant scale,Ordinal,,,,,1= few,3= medium,5= many,,,,,,,,,,
,CO_320:0000828,PanNo_Count_PanPlnt,"NUMBER_OF_PANICLES, PNO",,,"Standard CIAT, FLAR",RD:7.4.17,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000009,panicle number per plant,Agronomical,Number of panicles per plant,,PanNo,"PNO, PanPlt",Panicle,Number per plant,,"TO:0000152, IRIS:1057",CO_320:0000789,number of panicles per plant count,Counting,Count the average number of panicles per plant.,,RD:7.4.17,CO_320:0000601,Panicles per plant,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000829,PanSh_Est_1to9,"THR_SCOR_1_3, PSH",,,"Standard CIAT, FLAR","IRIS:616, RD:7.4.23",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000152,panicle shattering,Agronomical,Describes the tendency of grains to fall off the panicle before it is threshed,,PanSh,PSH,Panicle,Shattering,,"TO:0000406, IRIS:1008",CO_320:0000790,panicle shattering estimation,Estimation,Observe the extent to which grains have shattered from the panicle before being threshed,,"IRIS:616, RD:7.4.23",CO_320:0000602,panicle shattering scale,Ordinal,,,,,1= Very low (<1%),3= Low (~3%),5= Moderate (~15%),7= High (~35%),9= Very high (>50%),,,,,,,,
,CO_320:0000830,PanThr_Est_1to3,"THR_SCOR_1_3, PTH",,,"Standard CIAT, FLAR",RD:7.5.2,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000078,panicle threshability,Agronomical,Describes the ease with which grains are removed from the panicle during threshing,,PanThr,PTH,Panicle,Threshability,,,CO_320:0000294,panicle threshability estimation RD,Estimation,"Cultivated species: grasp a panicle with a hand, apply a slight rolling pressure with the palm and fingers, and assess the percentage of grains that are removed by the action",,RD:7.5.2,CO_320:0000295,panicle threshability scale RD,Ordinal,,,,,1= Difficult: few or no grains removed,2= Intermediate: 25-50% of grains removed,3= Easy: >50% of grains removed,,,,,,,,,,
,CO_320:0000831,PanThr_Est_1to9,"THR_SCOR_1_3, PTH",,,,SES:8,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000078,panicle threshability,Agronomical,Describes the ease with which grains are removed from the panicle during threshing,,PanThr,PTH,Panicle,Threshability,,,CO_320:0000318,panicle threshability estimation SES,Estimation,"Grasp a panicle with a hand, apply a slight rolling pressure with the palm and fingers, and assess the percentage of grains that are removed by the action",,SES:8,CO_320:0000319,panicle threshability scale SES,Ordinal,,,,,1= Difficult less than 1%,3= Moderately difficult 1-5%,5= Intermediate 6-25%,7= Loose 26-50%,9= Easy 51-100%,,,,,,,,
,CO_320:0000832,PanTyp_Est_UPOV1to9,PnT,,,,"RD:7.4.20, UPOV:42",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000018,panicle type,Morphological,"Panicle type, defined by the orientation of primary branches",branch attitude,PanTyp,PTY,Panicle,Type,,"TO:0000089, IRIS:1066",CO_320:0000418,panicle type assessment,Estimation,Estimate the orientation of primary branches on representative panicles by comparing them with a diagram of the categories or with photographs of the reference variety for each category,,"RD:7.4.20, UPOV:42, IRIS:212, SES:110",CO_320:0000912,panicle type scale UPOV,Nominal,,,,,1= Erect (compact),3= Semi-erect (semi-compact),5= Spreading (open),7= Horizontal,9= Drooping,,,,,,,,
,CO_320:0000833,PanTyp_Est_SES1to3,PnT,,,"Standard CIAT, FLAR","IRIS:212, SES:110",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000018,panicle type,Morphological,"Panicle type, defined by the orientation of primary branches",branch attitude,PanTyp,PTY,Panicle,Type,,"TO:0000089, IRIS:1066",CO_320:0000418,panicle type assessment,Estimation,Estimate the orientation of primary branches on representative panicles by comparing them with a diagram of the categories or with photographs of the reference variety for each category,,"RD:7.4.20, UPOV:42, IRIS:212, SES:110",CO_320:0000419,No scale name found,Nominal,,,,,1= Compact,2= Intermediate,3= Open,,,,,,,,,,
,CO_320:0000834,PericCol_Exam_1to7IRRI,SCCO,,,,"IRIS:612, RD:7.5.23",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000115,pericarp colour,Quality,Colour of the pericarp,"Seed coat colour, decorticated grain colour, bran colour",PericCol,,Pericarp,Colour,,TO:0000707,CO_320:0000435,pericarp colour examination,Estimation,Examine the colour of the pericarp against a colour chart or colour-accurate photographs of references.,,"IRIS:612, RD:7.5.23, IRIS:326, SES:128, UPOV:61",CO_320:0000915,pericarp colour IRRI scale,Ordinal,,,,,1= 010= White,2= 050= Brown,3= 051= Light brown,4= 055= Speckled brown,5= 070= Red,6= 080= Purple,7= 088= Variable purple,,,,,,
,CO_320:0000835,PericCol_Exam_1to7UPOV,SCCO,,,,"IRIS:326, SES:128, UPOV:61",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000115,pericarp colour,Quality,Colour of the pericarp,"Seed coat colour, decorticated grain colour, bran colour",PericCol,,Pericarp,Colour,,TO:0000707,CO_320:0000435,pericarp colour examination,Estimation,Examine the colour of the pericarp against a colour chart or colour-accurate photographs of references.,,"IRIS:612, RD:7.5.23, IRIS:326, SES:128, UPOV:61",CO_320:0000436,pericarp colour UPOV scale,Ordinal,,,,,1= White,2= light brown,3= variegated brown,4= dark brown,5= light red,6= Red,7= variegated purple,8= Purple,9= dark purple/black,,,,
,CO_320:0000836,PhenAcc_Est_1to9,PHENOTYPIC_ACCEPTABILITY,,,"Standard CIAT, FLAR","IRIS:29, SES:10",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000075,Phenotypic Acceptability,Agronomical,"An overall assessment of phenotypic acceptability of the grains for the target breeding objectives, locations and markets",,PhenAcc,,Grain,Phenotypic Acceptability,,"TO:0000322, IRIS:1005",CO_320:0000322,phenotypic acceptability estimation,Estimation,"Before starting to score phenotypic acceptability, define what is excellent, good ... unacceptable grain for the target breeding objectives, locations and markets, and then score the phenotypic acceptability of mature grain",,"IRIS:29, SES:10",CO_320:0000323,phenotypic acceptability scale,Ordinal,,,,,1= Excellent,3= Good,5= Fair,7= Poor,9= Unacceptable,,,,,,,,
,CO_320:0000837,PDef_GHEst_1to9,P1,,,,"IRIS:14, SES:73",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000065,phosphorus deficiency damage,Abiotic stress,The extent to which plant growth is adversely affected by a deficiency of phosphorus in the growing medium,phosphorus deficiency,PDef,,Phosphorus deficiency,Damage,,"TO:0000102, IRIS:1213",CO_320:0000394,phosphorus deficiency tillering greenhouse,Estimation,"In a greenhouse test, grow each line in culture solution under two conditions: 0.5ppm P (low P) and 10ppm P (standard P). Estimate the propoprtion of tillers that develop in low P out of the number that develop in standard P",,"IRIS:14, SES:73",CO_320:0000395,phosphorus deficiency tillering greenhouse scale,Ordinal,,,,,1= 80-100%,3= 60-79%,5= 40-59%,7= 20-39%,9= 0-19%,,,,,,,,
,CO_320:0000838,PDef_FldEst_1to9,P1,,,,SES:73,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000065,phosphorus deficiency damage,Abiotic stress,The extent to which plant growth is adversely affected by a deficiency of phosphorus in the growing medium,phosphorus deficiency,PDef,,Phosphorus deficiency,Damage,,"TO:0000102, IRIS:1213",CO_320:0000791,phosphorus deficiency tillering field,Estimation,"In a field test, grow each line under two conditions: without P fertilizer (low P) and with 25kg P/ha fertilizer (standard P). Estimate the number of tillers that develop in low P out of the number that develop in standard P",,SES:73,CO_320:0000603,phosphorus deficiency tillering field scale,Ordinal,,,,,1= 80-100%,3= 60-79%,5= 40-59%,7= 20-39%,9= 0-19%,,,,,,,,
,CO_320:0000839,PlntHt_Meas_1to9,HT,,,"Standard CIAT, FLAR",SES:5,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000076,plant height,Morphological,Plant height defined as distance from the soil surface to the highest point of the plant (panicle or flag leaf) excluding awns,,PlntHt,,Plant,Height,,"TO:0000207, IRIS:1006",CO_320:0000479,plant height measurement,Measurement,Measure the height from the soil surface to hightest point of the plant,,SES:5,CO_320:0000480,No scale name found,Ordinal,,,,,"1= Semidwarf (lowland: less than 110 cm, upland: less than 90 cm)","5= Intermediate (lowland: 110-130 cm, upland: 90-125 cm)","9= Tall (lowland: more than 130 cm, upland: more than 125 cm)",,,,,,,,,,
,CO_320:0000840,PlntHt_Av_cm,"HT, PltH_15DAF_cm_MM, PltH_FLW_cm_MM, PltH_MAT_cm_MM",Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130], Maturity [PO:0007038]","Standard CIAT, FLAR, GRISP Phenotyping Network","IRIS:24, SES:5",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000076,plant height,Morphological,Plant height defined as distance from the soil surface to the highest point of the plant (panicle or flag leaf) excluding awns,,PlntHt,,Plant,Height,,"TO:0000207, IRIS:1006",CO_320:0000792,plant height average,Computation,Measure the height from the soil surface to hightest point of represenrtative plants and calculate the average,,"IRIS:24, SES:5",CO_320:0000604,cm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000841,MaleSter_Comp_1to9,"MSTERILE, POLLEN_STERILITY",,,"Standard CIAT, FLAR","IRIS:196, SES:21A",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000158,pollen sterility,Fertility,The degree of male (pollen) sterility,male sterility,MaleSter,,Male pollen,Sterility,Recommended,"TO:0000053, IRIS:1026",CO_320:0000326,pollen sterility calculation,Computation,"Collect pollen from at least ten florets at anthesis, fix in 70% alcohol. Place 2-3 anthers from each of five florets on a glass slide, and squeeze the pollen out in a drop of 1% iodine potassium iodide (I2-KI) solution with a spear-shaped needle. Fertile pollen grains will be round and well stained, sterile pollen grains will be unstained or partially stained, and withered or round. Using a microscope at magnification 10x10, count fertile and sterile grains in at least three microscopic fields, calculate the proportion that are sterile",,"IRIS:196, SES:21A",CO_320:0000327,pollen sterility scale,Ordinal,,,,IRIS_SCALE:191,1= Completely 100% sterile,3= Highly sterile (99%-99.9%),5= Sterile (95%-98.9%),7= Partially sterile (70%-94.9%),9= Partially fertile to fertile (<70% sterile),,,,,,,,
